active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
METRONIDAZOLE,39458368,PMC11509880,2024,"Fecal Microbiota Transplantation for Recurrent <i>Clostridioides difficile</i> Infections in a Cystic Fibrosis Child Previously Screen Positive, Inconclusive Diagnosis (CFSPID): A Case Report.",,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41893920,PMC13090297,2026,"Japanese clinical practice guidelines for vascular tumors, vascular malformations, lymphatic malformations, and lymphangiomatosis 2022.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,41006969,PMC12468755,2025,Treatment with CFTR Modulators for Cystic Fibrosis: What a Pediatric Gastroenterologist Needs to Know.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,38105789,PMC10722287,2023,Difficulties in the management of an Askin tumor in a pediatric patient with cystic fibrosis: case report and literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,41991874,PMC13290921,2026,Glucagon-Like Peptide-1 Receptor Agonists: Their Therapeutic Potential in Cystic Fibrosis.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,40806116,PMC12348482,2025,The State of Weight in Cystic Fibrosis: Understanding Nutritional Status and Individualizing Nutritional Care in the Modulator Era.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,22966967,PMC3524366,2012,Proton pump inhibitors are associated with a high rate of serious infections in veterans with decompensated cirrhosis.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,25323828,PMC4236240,2014,Current treatments in familial dysautonomia.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,35084716,PMC10010205,2023,Multiomics Analysis-Based Biomarkers in Diagnosis of Polycystic Ovary Syndrome.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,36344080,PMC10291706,2022,Endocrine Complications of Cystic Fibrosis.,,N,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,37511806,PMC10381916,2023,Evolving Nutritional Needs in Cystic Fibrosis.,,Y,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,36771186,PMC9921127,2023,Nutritional Care in Children with Cystic Fibrosis.,,Y,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,35884064,PMC9323167,2022,Going the Extra Mile: Why Clinical Research in Cystic Fibrosis Must Include Children.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,40398368,PMC12148406,2025,Rhinosinusitis: Evidence and experience - 2024.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,27768569,PMC5101099,2016,"Refractory Depression, Fatigue, Irritable Bowel Syndrome, and Chronic Pain: A Functional Medicine Case Report.",,N,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,28183317,PMC5301368,2017,Practical guide to exocrine pancreatic insufficiency - Breaking the myths.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,39764279,PMC11702000,2024,Glucagon-like peptide1 receptor agonist treatment of cystic fibrosis-related diabetes complicated by obesity: A cases series and literature review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
CETIRIZINE,36947589,PMC10505549,2023,Early GH Treatment Is Effective and Well Tolerated in Children With Turner Syndrome: NordiNet® IOS and Answer Program.,,Y,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,18,1,3.0,1.5,6.0,1.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,34972788,PMC8720990,2021,Successful treatment of pituitary gigantism.,,N,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,4,18,1,3.0,1.5,6.0,1.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,39678651,PMC11635374,2025,Pituitary Gigantism in an Adolescent Girl With Postsurgical Residual Disease Treated With Lanreotide.,,Y,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,4,18,1,3.0,1.5,6.0,1.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
MONTELUKAST,36947589,PMC10505549,2023,Early GH Treatment Is Effective and Well Tolerated in Children With Turner Syndrome: NordiNet® IOS and Answer Program.,,Y,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,18,1,3.0,1.5,6.0,1.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ENOXAPARIN,35212265,PMC8897593,2022,Pseudo-pheochromocytoma due to obstructive sleep apnea: a case report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1,18,1,2.0,1.5,6.0,0.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,34987878,PMC8723881,2021,Late Endocrine Effects after Stem Cell Transplant in a Young Girl with Griscelli Syndrome.,,Y,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,1,2.0,1.5,6.0,0.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PREDNISOLONE,39026475,PMC11037260,2024,Precocious puberty and other endocrine disorders during mitotane treatment for paediatric adrenocortical carcinoma - case series and literature review.,,Y,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,18,1,2.0,1.5,6.0,0.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ENOXAPARIN,40959740,PMC12436000,2025,Short Stature in Moyamoya Disease: A Systematic Review of Potential Mechanisms and Clinical Outcomes.,,Y,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,1,2.0,1.5,6.0,0.5,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
