pmcid,pmid,doi,title,year,journal,cited_by,found_by,query_kinds,is_anchor,relevance
PMC13152689,42097749,10.14245/ns.2551582.791,Agonist-Induced Activation of Transient Receptor Potential Vanilloid 4 Promotes Autophagy and Extracellular Matrix Synthesis in the Rat Intervertebral Disc.,2026,Neurospine,0,"""GSK1016790A""; ""TRPV4""",compound x growth plate; target x growth x geometry,False,0.0
PMC12506548,41069380,10.1016/j.ocarto.2025.100680,Development of an iPSC-based screening platform identifying enhancers of chondrogenesis.,2025,Osteoarthritis and cartilage open,0,"""GSK1016790A""",compound x growth plate,False,0.0
PMC12785372,41511340,10.3390/cells15010056,Integration of cAMP and TRPV4 Signaling to Optimize Collagen Remodeling for Management of Fibrosis.,2025,Cells,0,"""CDC42""; ""GSK1016790A""; ""RAC1""; ""ROCK1""; ""TRPV4""; ""focal adhesion""; ""non-muscle myosin II""",compound x growth plate; target x growth x geometry,False,0.0
PMC12552676,41136389,10.1038/s41413-025-00446-9,The relationship between OPLL and metabolic disorders.,2025,Bone research,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC13021791,41907290,10.3389/fmed.2026.1751127,Subchondral H-type blood vessel formation aggravates articular cartilage degeneration through LEP-LEPR axis.,2026,Frontiers in medicine,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC12474160,41012738,10.3390/vetsci12090813,Computed Tomographic Findings in Dogs with Presumed Metaphyseal Osteopathy.,2025,Veterinary sciences,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC12444494,40979537,10.1016/j.xnsj.2025.100776,"Rib construct for severe spinal deformity in young children: a 3-part investigation of biomechanical, animal, and clinical case data.",2025,North American Spine Society journal,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC12877068,41644508,10.1038/s41413-025-00475-4,Sulfated chitosan mitigates acute lung injury induced bone loss via immunoregulation.,2026,Bone research,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC12895040,41535308,10.1038/s41526-025-00556-y,Effects of microgravity mechanotransduction in bone tissue and cells: systematic review on primary cilium-dependent mechanisms.,2026,NPJ microgravity,0,"""FAK""; ""HC-067047""; ""PIEZO1""; ""PIEZO2""; ""TRPV4""; ""cytochalasin D""; ""focal adhesion""; ""microtubule""; ""planar cell polarity""; ""primary cilia""",compound x growth plate; target x growth x geometry,False,0.0
PMC13167862,42120747,10.1007/s10544-026-00817-x,Focused ultrasound for cellular mechanoactivation and nanomedicine delivery in cancer.,2026,Biomedical microdevices,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC13151742,42032797,10.1002/jbm.b.70082,Alveolar Bone Regeneration: Smart Biomaterials and Physical Stimulation.,2026,"Journal of biomedical materials research. Part B, Applied biomaterials",0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12925079,41732177,10.1016/j.bonr.2026.101903,Effects of high-dose methotrexate on bone metabolism: A narrative literature review.,2026,Bone reports,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC12400334,40900855,10.5662/wjm.v15.i4.102401,Challenges and solutions in the treatment of spinal disorders in patients with skeletal dysplasia: A comprehensive review.,2025,World journal of methodology,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12853377,41625330,10.3389/fphar.2025.1711074,Role of transient receptor potential (TRP) channels in osteoarthritis: a comprehensive review.,2025,Frontiers in pharmacology,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12852076,41623942,10.12336/bmt.24.00069,An exploration into the principles and theoretical progress of fracture treatment based on the mechanism of fracture healing.,2025,Biomaterials translational,0,"""GsMTx4""; ""primary cilia""",compound x growth plate; target x growth x geometry,False,0.0
PMC12892883,41574606,10.1172/jci.insight.182439,Small molecule inhibition rescues the skeletal dysplasia phenotype of Trpv4 mutant mice.,2026,JCI insight,0,"""GSK1016790A""; ""TRPV4""; ""chondrocyte column""",compound x growth plate; target x growth x geometry,False,0.0
PMC12833107,41569001,10.1177/00368504251409837,Activation of TRPV4 to drive pyroptosis-dependent orthodontic tooth remodeling.,2026,Science progress,0,"""GSK1016790A""; ""TRPV4""",compound x growth plate; target x growth x geometry,False,0.0
PMC13185896,41787915,10.1002/advs.202520157,A Photothermal Transducer Regulates Transmembrane Calcium Flow for Synergistic Osteoarthritis Therapy.,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",0,"""GSK1016790A""; ""TRPV4""",compound x growth plate; target x growth x geometry,False,0.0
PMC12613735,41225599,10.1186/s13023-025-04070-y,"A novel TRPV4 variant in spondylometaphyseal dysplasia, kozlowski type reveals a previously unreported loss-of-function mechanism.",2025,Orphanet journal of rare diseases,0,"""GSK1016790A""",compound x growth plate,False,0.0
PMC12627330,41268215,10.34133/research.0976,HOXC10 Protects from Skin Aging by Targeting the FZD6/Wnt/β-Catenin Signaling Pathway.,2025,"Research (Washington, D.C.)",0,"""simvastatin""",compound x growth plate,False,0.0
PMC13284594,42316445,10.11005/jbm.25.975,Polypharmacy and Bone Health in Patients with Type 2 Diabetes Mellitus: A Narrative Review.,2026,Journal of bone metabolism,0,"""simvastatin""",compound x growth plate,False,0.0
PMC13028568,41893212,10.3390/jfb17030156,Heparin-Based Biomaterials for Sustained Release of Growth Factors for Bone Tissue Engineering and Regeneration.,2026,Journal of functional biomaterials,0,"""simvastatin""",compound x growth plate,False,0.0
PMC12659620,41310724,10.1186/s12917-025-05040-z,Decoding the DNA of Anatolian water buffalo by genome-wide discoveries for body size and ultrasound carcass traits.,2025,BMC veterinary research,0,"""centrosome""",target x growth x geometry,False,0.0
PMC10315222,,,Multiple roles of ALK3 in osteoarthritis : a narrative review,2023,Bone & joint research,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC10712895,38019884,10.1371/journal.pcbi.1011658,Contributions of cell behavior to geometric order in embryonic cartilage.,2023,PLoS computational biology,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC13137701,42082961,10.1186/s12929-026-01247-w,Role of external forces in the mechanobiology of stem and differentiated chondrogenic cells embedded in a tissue-engineered construct for cartilage repair.,2026,Journal of biomedical science,0,"""CDC42""; ""FAK""; ""RAC1""; ""RHOA""; ""ROCK1""; ""ROCK2""; ""Y27632""; ""cadherin""; ""chondrocyte column""; ""cofilin""; ""cytochalasin D""; ""focal adhesion""; ""microtubule""; ""non-muscle myosin II""; ""osmotic swelling""; ""primary cilia""",compound x growth plate; target x growth x geometry,False,0.0
PMC13272753,41997929,10.1038/s41467-026-72064-w,Aberrant laminin signaling drives melanocyte dedifferentiation and unveils a tractable therapeutic target in vitiligo.,2026,Nature communications,0,"""CDC42""; ""cytochalasin D""",compound x growth plate; target x growth x geometry,False,0.0
PMC12206318,40584014,10.1016/j.jot.2025.04.003,Tackling musculoskeletal disorders in an aging world: Advances in orthopaedic translational research.,2025,Journal of orthopaedic translation,0,"""GsMTx4""",compound x growth plate,False,0.0
PMC13233466,42256713,10.3389/fbioe.2026.1844904,"Immunoengineering in the field of tendon and bone regeneration: immunomodulatory biomaterials, delivery platforms, and preclinical models for chronic diseases.",2026,Frontiers in bioengineering and biotechnology,0,"""GsMTx4""; ""PIEZO1""",compound x growth plate; target x growth x geometry,False,0.0
PMC12946040,41769000,10.3389/fcell.2026.1679466,"Etiology, diagnosis and treatment of lumbar disc degeneration: a focus on the mechanism of action of Piezo1 and research perspectives.",2026,Frontiers in cell and developmental biology,0,"""GsMTx4""; ""PIEZO1""; ""PIEZO2""; ""TRPV4""",compound x growth plate; target x growth x geometry,False,0.0
PMC12701528,41388826,10.1096/fj.202503192r,Maternal Exercise Rescues Fetal Akinesia-Impaired Joint and Bone Development.,2025,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12896641,41677662,10.3390/cells15030299,Emerging Role of TRP Channels in Osteoarthritis Pathogenesis.,2026,Cells,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12014046,40258774,10.1097/md.0000000000042034,Long-term follow-up of metatropic dysplasia caused by novel mutations in the TRPV4 gene: Case report and literature review.,2025,Medicine,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12915146,41678339,10.1016/j.xpro.2026.104365,Protocol to study the contribution of biomechanics in osteoarthritis development using a cartilage-on-chip model.,2026,STAR protocols,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC13214541,42211730,10.1016/j.jot.2026.101134,Role of collagen VI and IX in mechanotransduction in the cartilage microenvironments: A multiscale in silico examination.,2026,Journal of orthopaedic translation,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12918173,41727271,10.1016/j.bioactmat.2026.01.025,&lt;i&gt;In vitro&lt;/i&gt; phenotypically stable cartilage regeneration with mechanically adaptable microenvironment using a hydrostatic pressure bioreactor.,2026,Bioactive materials,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12746707,41378467,10.1242/bio.062308,Compound inheritance of EHHADH and MASP1 mutations contributes to nonsyndromic cleft lip: familial analysis and zebrafish models.,2025,Biology open,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC13021378,41907222,10.2147/jir.s576712,Exploring Centrosome Amplification-Associated Biomarkers in Osteoarthritis Through Bioinformatics and Experimental Approaches.,2026,Journal of inflammation research,0,"""centrosome""",target x growth x geometry,False,0.0
PMC13106168,42040773,10.3389/fbioe.2026.1784567,"Stem cell-derived extracellular vesicles -mediated bone regeneration: mechanisms, targeted delivery, and clinical perspectives in promoting angiogenesis.",2026,Frontiers in bioengineering and biotechnology,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12998583,41858571,10.2147/ijn.s569552,Greening Bone Healing: The Emerging Role of Plant-Derived Exosome-Like Nanoparticles in Osteoporosis and Osteoarthritis Therapy.,2026,International journal of nanomedicine,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC7104448,32030671,10.1007/s43032-019-00138-w,Vision 20/20 for the Second Leap of Reproductive Sciences.,2020,"Reproductive sciences (Thousand Oaks, Calif.)",0,"""GSK1016790A""",compound x growth plate,False,0.0
PMC12250307,40650223,10.3390/ijms26136448,Mesenchymal Stem Cell-Derived Extracellular Vesicles: Seeking into Cell-Free Therapies for Bone-Affected Lysosomal Storage Disorders.,2025,International journal of molecular sciences,0,"""CDC42""; ""FAK""; ""RHOA""; ""ROCK1""",target x growth x geometry,False,0.0
PMC12864780,41571880,10.1038/s41598-025-34597-w,Signaling network exploration of microRNA140-5p in response to TMJ-OA pathological changes.,2026,Scientific reports,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC10590958,37876479,10.1016/j.heliyon.2023.e21008,Pressure stress delays cyclooxygenase-2 expression induced by interleukin-1β in cultured human pulmonary artery smooth muscle cells.,2023,Heliyon,0,"""GSK1016790A""",compound x growth plate,False,0.0
PMC12785924,41516037,10.3390/ijms27010160,Understanding Fascial Tissue on the Molecular Level-How Its Unique Properties Enable Adaptation or Dysfunction.,2025,International journal of molecular sciences,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC12264857,40512481,10.1021/acsbiomaterials.5c00500,Mechanical Stimulation of Equine Bone Marrow Mesenchymal Stromal Cell-Derived Cartilage-Like In Vitro Model Triggers Osteoarthritis Features.,2025,ACS biomaterials science & engineering,0,"""TRPV4""",target x growth x geometry,False,0.0
PMC7100642,2017263,,"German Society for Pharmacology and Toxicology. Abstracts of the 32nd spring meeting, 12-15 March 1991, Mainz.",1991,Naunyn-Schmiedeberg's archives of pharmacology,0,"""bumetanide""",compound x growth plate,False,0.0
PMC7100645,8183379,,"German Society for Experimental and Clinical Pharmacology and Toxicology, 35th spring meeting. Mainz, Germany, 15-17 March 1994. Abstracts.",1994,Naunyn-Schmiedeberg's archives of pharmacology,0,"""EIPA""; ""bumetanide""",compound x growth plate,False,0.0
PMC7101713,,,"Abstract of the 68th Meeting (Spring Meeting) 6–9 March 1990, Heidelberg",1990,Pflugers Archiv : European journal of physiology,0,"""bumetanide""",compound x growth plate,False,0.0
PMC7103197,2320401,,"Deutsche Physiologische Gesellschaft. Abstracts of the 68th meeting (spring meeting). 6-9 March 1990, Heidelberg.",1990,Pflugers Archiv : European journal of physiology,0,"""bumetanide""",compound x growth plate,False,0.0
PMC12112700,40429963,10.3390/ijms26104822,Opposing Calcium-Dependent Effects of GsMTx4 in Acute Lymphoblastic Leukemia: In Vitro Proliferation vs. In Vivo Survival Advantage.,2025,International journal of molecular sciences,0,"""GsMTx4""",compound x growth plate,False,0.0
PMC3476937,,,20th European Students' Conference. Promising medical scientists willing to look beyond,2009,European journal of medical research,0,"""NKCC1""; ""bumetanide""",compound x growth plate; target x growth x geometry,False,0.0
PMC7101932,,,Scientific Programme,2007,"Pediatric nephrology (Berlin, Germany)",0,"""bumetanide""",compound x growth plate,False,0.0
PMC7100739,1549183,,"German Society for Pharmacology and Toxicology, 33rd spring meeting. 10-12 March 1992, Mainz. Abstracts.",1992,Naunyn-Schmiedeberg's archives of pharmacology,0,"""bumetanide""",compound x growth plate,False,0.0
PMC12465366,41013639,10.1186/s13287-025-04658-y,Single-cell RNA sequencing of endometrium uncovers dynamic characteristics and dysregulation of perivascular CD9&lt;sup&gt;+&lt;/sup&gt;SUSD2&lt;sup&gt;+&lt;/sup&gt; cells in thin endometrium.,2025,Stem cell research & therapy,0,"""centrosome""",target x growth x geometry,False,0.0
PMC12584978,41194821,10.7759/cureus.93878,Targeting Angiogenesis and Visual Cycle in Age-Related Macular Degeneration: The Role of Stem Cells and Vinpocetine.,2025,Cureus,0,"""centrosome""",target x growth x geometry,False,0.0
PMC12292168,40723308,10.3390/biology14070746,Effect of Androgens on Human Fascia.,2025,Biology,0,"""centrosome""",target x growth x geometry,False,0.0
