compound,chembl_id,compound_family,primary_target_queried,classification_basis,broad_poison_class
CHEMBL193941,CHEMBL193941,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3297906,CHEMBL3297906,RORalpha / lipid pathway,NPC1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL378339,CHEMBL378339,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL2398703,CHEMBL2398703,Rho/Rac/Cdc42 modulator,RHOA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL196943,CHEMBL196943,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL50955,CHEMBL50955,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4249684,CHEMBL4249684,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4245054,CHEMBL4245054,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1836387,CHEMBL1836387,LIMK inhibitor,LIMK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4249312,CHEMBL4249312,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL297676,CHEMBL297676,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL590628,CHEMBL590628,integrin-directed,ITGAV,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL135534,CHEMBL135534,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL121601,CHEMBL121601,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2152355,CHEMBL2152355,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2152365,CHEMBL2152365,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4243357,CHEMBL4243357,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL316331,CHEMBL316331,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3924943,CHEMBL3924943,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL291359,CHEMBL291359,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3919374,CHEMBL3919374,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2047080,CHEMBL2047080,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3946100,CHEMBL3946100,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2385743,CHEMBL2385743,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL605514,CHEMBL605514,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1934583,CHEMBL1934583,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL23043,CHEMBL23043,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL578599,CHEMBL578599,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2335535,CHEMBL2335535,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL6175099,CHEMBL6175099,ion / volume regulation,KCNK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3190626,CHEMBL3190626,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1417890,CHEMBL1417890,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL168070,CHEMBL168070,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL4159819,CHEMBL4159819,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL77195,CHEMBL77195,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1089421,CHEMBL1089421,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4093723,CHEMBL4093723,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1531090,CHEMBL1531090,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL22335,CHEMBL22335,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL22839,CHEMBL22839,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL25111,CHEMBL25111,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL473967,CHEMBL473967,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2398704,CHEMBL2398704,Rho/Rac/Cdc42 modulator,RHOA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL196645,CHEMBL196645,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL462832,CHEMBL462832,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL22631,CHEMBL22631,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL461982,CHEMBL461982,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
PICEATANNOL,CHEMBL69863,myosin-II modulator,MYLK,"weakest-usable-potency ceiling: primary-target potency 12,000 nM is above 10,000 nM, so no selective concentration exists",
CHEMBL2398705,CHEMBL2398705,Rho/Rac/Cdc42 modulator,RHOA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1386978,CHEMBL1386978,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5201494,CHEMBL5201494,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL5201975,CHEMBL5201975,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1412831,CHEMBL1412831,ion / volume regulation,SLC12A2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL558673,CHEMBL558673,Rho/Rac/Cdc42 modulator,RAC1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3259995,CHEMBL3259995,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2047092,CHEMBL2047092,ion / volume regulation,ANO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL164380,CHEMBL164380,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1824660,CHEMBL1824660,RORalpha / lipid pathway,SREBF2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL163678,CHEMBL163678,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1598666,CHEMBL1598666,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2418811,CHEMBL2418811,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL2070492,CHEMBL2070492,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4088559,CHEMBL4088559,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2385726,CHEMBL2385726,RORalpha / lipid pathway,RORA,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3663948,CHEMBL3663948,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1598471,CHEMBL1598471,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1581452,CHEMBL1581452,LIMK inhibitor,LIMK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4745050,CHEMBL4745050,ion / volume regulation,KCNK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL6142234,CHEMBL6142234,ion / volume regulation,PIEZO1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL2335530,CHEMBL2335530,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL4217978,CHEMBL4217978,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
