mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Bbox1,BBOX1,,KO_promotes_maturation,-0.1167,1.0833,1.2,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Camsap2,CAMSAP2,,KO_promotes_maturation,-0.11708,1.08292,1.2,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdip1,CDIP1,,KO_promotes_maturation,-0.11996,1.08004,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wipf2,WIPF2,,KO_promotes_maturation,-0.12082,1.07918,1.2,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kat6b,KAT6B,,KO_promotes_maturation,-0.12093,1.07907,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
AI837181,C11orf68,,KO_promotes_maturation,-0.12258,1.07742,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcl2l2,BCL2L2,,KO_promotes_maturation,-0.12518,1.07482,1.2,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hsp90ab1,HSP90AB1,,KO_promotes_maturation,-0.1256,1.0744,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acoxl,ACOXL,,KO_promotes_maturation,-0.1317,1.0683,1.2,proliferative,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pax1,PAX1,,KO_promotes_maturation,-0.13236,1.06764,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd209g,CLEC4M,,KO_promotes_maturation,-0.13575,0.66425,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trib2,TRIB2,,KO_promotes_maturation,-0.13788,1.06212,1.2,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atg13,ATG13,,KO_promotes_maturation,-0.13809,1.06191,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bach1,BACH1,,KO_promotes_maturation,-0.13924,1.06076,1.2,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tnfrsf9,TNFRSF9,,KO_promotes_maturation,-0.14025,1.05975,1.2,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ebf3,EBF3,,KO_promotes_maturation,-0.14252,1.05748,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pth2r,PTH2R,,KO_promotes_maturation,-0.14408,1.05592,1.2,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Abcc6,ABCC6,,KO_promotes_maturation,-0.1462,1.0538,1.2,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ins1,INS,,KO_promotes_maturation,-0.14728,0.65272,0.8,,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fn3k,FN3K,,KO_promotes_maturation,-0.14858,1.05142,1.2,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Plekhb1,PLEKHB1,,KO_promotes_maturation,-0.14915,1.05085,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Noxo1,NOXO1,,KO_promotes_maturation,-0.15451,1.04549,1.2,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Amz2,AMZ2,,KO_promotes_maturation,-0.15615,1.04385,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem229b,TMEM229B,,KO_promotes_maturation,-0.15677,1.04323,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Agl,AGL,,KO_promotes_maturation,-0.15949,1.04051,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uvssa,UVSSA,,KO_promotes_maturation,-0.17073,1.02927,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gnpda1,GNPDA1,,KO_promotes_maturation,-0.17091,1.02909,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbm20,RBM20,,KO_promotes_maturation,-0.17335,1.02665,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ric3,RIC3,,KO_promotes_maturation,-0.17826,1.02174,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ankrd22,ANKRD22,,KO_promotes_maturation,-0.17966,1.02034,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nlgn1,NLGN1,,KO_promotes_maturation,-0.18081,1.01919,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klhdc1,KLHDC1,,KO_promotes_maturation,-0.18153,1.01847,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab22a,RAB22A,,KO_promotes_maturation,-0.18224,1.01776,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
N4bp2l1,N4BP2L1,,KO_promotes_maturation,-0.18288,1.01712,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
P4htm,P4HTM,,KO_promotes_maturation,-0.18366,1.01634,1.2,proliferative,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Smyd3,SMYD3,,KO_promotes_maturation,-0.18766,1.01234,1.2,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lonrf2,LONRF2,,KO_promotes_maturation,-0.19179,1.00821,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd53,CD53,,KO_promotes_maturation,-0.19524,1.00476,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eme2,EME2,,KO_promotes_maturation,-0.19632,1.00368,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnajc1,DNAJC1,,KO_promotes_maturation,-0.19664,1.00336,1.2,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdh23,CDH23,,KO_promotes_maturation,-0.19875,1.00125,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uggt2,UGGT2,,KO_promotes_maturation,-0.19906,1.00094,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chst3,CHST3,,KO_promotes_maturation,-0.2019,0.9981,1.2,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fzd8,FZD8,,KO_promotes_maturation,-0.20296,0.99704,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Agtr1a,AGTR1,,KO_promotes_maturation,-0.20311,0.99689,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fgf6,FGF6,,KO_promotes_maturation,-0.20362,0.99638,1.2,,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arhgap42,ARHGAP42,,KO_promotes_maturation,-0.20416,0.99584,1.2,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp6v1e2,ATP6V1E2,,KO_promotes_maturation,-0.20463,0.99537,1.2,,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trit1,TRIT1,,KO_promotes_maturation,-0.20715,0.99285,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tex264,TEX264,,KO_promotes_maturation,-0.20913,0.99087,1.2,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chmp4c,CHMP4C,,KO_promotes_maturation,-0.21459,0.98541,1.2,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nlrp6,NLRP6,,KO_promotes_maturation,-0.21639,0.98361,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
M1ap,M1AP,,KO_promotes_maturation,-0.21742,0.98258,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dpf3,DPF3,,KO_promotes_maturation,-0.21795,0.98205,1.2,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acp2,ACP2,,KO_promotes_maturation,-0.21829,0.98171,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fat2,FAT2,,KO_promotes_maturation,-0.21942,0.98058,1.2,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbc1d10a,TBC1D10A,,KO_promotes_maturation,-0.22498,0.97502,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ankib1,ANKIB1,,KO_promotes_maturation,-0.22526,0.97474,1.2,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cxcl5,CXCL6,,KO_promotes_maturation,-0.22536,0.97464,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc6a3,SLC6A3,,KO_promotes_maturation,-0.2271,0.9729,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Uimc1,UIMC1,,KO_promotes_maturation,-0.22766,0.97234,1.2,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sertad2,SERTAD2,,KO_promotes_maturation,-0.23135,0.96865,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fosl2,FOSL2,,KO_promotes_maturation,-0.23219,0.96781,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Islr2,ISLR2,,KO_promotes_maturation,-0.23221,0.96779,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nabp1,NABP1,,KO_promotes_maturation,-0.23359,0.96641,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nck2,NCK2,,KO_promotes_maturation,-0.23409,0.96591,1.2,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vps37b,VPS37B,,KO_promotes_maturation,-0.23433,0.96567,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msln,MSLN,,KO_promotes_maturation,-0.23563,0.96437,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp580,ZNF580,,KO_promotes_maturation,-0.23669,0.96331,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptgfr,PTGFR,,KO_promotes_maturation,-0.23807,0.96193,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Galnt11,GALNT11,,KO_promotes_maturation,-0.23818,0.96182,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trp53i13,TP53I13,,KO_promotes_maturation,-0.23863,0.96137,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hnf1a,HNF1A,,KO_promotes_maturation,-0.23971,0.96029,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc7a10,SLC7A10,,KO_promotes_maturation,-0.24098,0.95902,1.2,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spic,SPIC,,KO_promotes_maturation,-0.24392,0.95608,1.2,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spock3,SPOCK3,,KO_promotes_maturation,-0.24407,0.95593,1.2,,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnd3,RND3,,KO_promotes_maturation,-0.24733,0.95267,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cnnm3,CNNM3,,KO_promotes_maturation,-0.25088,0.94912,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nrsn1,NRSN1,,KO_promotes_maturation,-0.25204,0.94796,1.2,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mapk8,MAPK8,,KO_promotes_maturation,-0.25219,0.94781,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem184a,TMEM184A,,KO_promotes_maturation,-0.2532,0.9468,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stx4a,STX4,,KO_promotes_maturation,-0.25327,0.94673,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc44a1,SLC44A1,,KO_promotes_maturation,-0.26017,0.93983,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rcn2,RCN2,,KO_promotes_maturation,-0.27561,0.92439,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fau,FAU,,KO_promotes_maturation,-0.27681,0.92319,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim26,TRIM26,,KO_promotes_maturation,-0.27691,0.92309,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srebf1,SREBF1,,KO_promotes_maturation,-0.27857,0.92143,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ermard,ERMARD,,KO_promotes_maturation,-0.28026,0.91974,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif3e,EIF3E,,KO_promotes_maturation,-0.28145,0.91855,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Oprk1,OPRK1,,KO_promotes_maturation,-0.28384,0.91616,1.2,,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nrn1,NRN1,,KO_promotes_maturation,-0.28418,0.91582,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
St6galnac4,ST6GALNAC4,,KO_promotes_maturation,-0.28492,0.91508,1.2,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gnl3,GNL3,,KO_promotes_maturation,-0.28547,0.91453,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbm12b2,RBM12B,,KO_promotes_maturation,-0.28652,0.91348,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnh1,RNH1,,KO_promotes_maturation,-0.28867,0.91133,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Exoc5,EXOC5,,KO_promotes_maturation,-0.29385,0.90615,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rax,RAX,,KO_promotes_maturation,-0.30108,0.89892,1.2,,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd226,CD226,,KO_promotes_maturation,-0.30122,0.89878,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Clec16a,CLEC16A,,KO_promotes_maturation,-0.30819,0.89181,1.2,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Treml2,TREML2,,KO_promotes_maturation,-0.30848,0.89152,1.2,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grp,GRP,,KO_promotes_maturation,-0.31065,0.88935,1.2,,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp46a1,CYP46A1,,KO_promotes_maturation,-0.31131,0.88869,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Jak2,JAK2,,KO_promotes_maturation,-0.315,0.885,1.2,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tm9sf3,TM9SF3,,KO_promotes_maturation,-0.31594,0.88406,1.2,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sgpl1,SGPL1,,KO_promotes_maturation,-0.3162,0.8838,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
